22/09/2022,2022-09-2237327-1,1,1,glucose production,23.47829094
22/09/2022,2022-09-2237327-1,2,1,glucose production,10.15951255
22/09/2022,2022-09-2237327-1,3,1,glucose production,17.01921534
22/09/2022,2022-09-2237327-1,4,1,glucose production,21.01528427
22/09/2022,2022-09-2237327-1,5,1,glucose production,17.62200086
22/09/2022,2022-09-2237327-1,6,1,glucose production,20.51871742
22/09/2022,2022-09-2237327-1,7,1,glucose production,13.31212443
22/09/2022,2022-09-2237327-1,8,1,glucose production,18.94477315
22/09/2022,2022-09-2237327-1,9,1,glucose production,21.32494405
22/09/2022,2022-09-2237327-1,10,1,glucose production,16.63998532
22/09/2022,2022-09-2237327-1,11,1,glucose production,12.83376285
22/09/2022,2022-09-2237327-1,12,1,glucose production,25.74721081
22/09/2022,2022-09-2237327-1,13,1,glucose production,10.44181051
22/09/2022,2022-09-2237327-1,14,1,glucose production,25.47086942
22/09/2022,2022-09-2237327-1,15,1,glucose production,18.28243635
22/09/2022,2022-09-2237327-1,16,1,glucose production,19.00951634
22/09/2022,2022-09-2237327-1,1,2,glucose production,17.4660669
22/09/2022,2022-09-2237327-1,2,2,glucose production,11.1437529
22/09/2022,2022-09-2237327-1,3,2,glucose production,13.6402112
22/09/2022,2022-09-2237327-1,4,2,glucose production,10.58032304
22/09/2022,2022-09-2237327-1,5,2,glucose production,10.03458696
22/09/2022,2022-09-2237327-1,6,2,glucose production,24.18441718
22/09/2022,2022-09-2237327-1,7,2,glucose production,20.11343222
22/09/2022,2022-09-2237327-1,8,2,glucose production,25.50362927
22/09/2022,2022-09-2237327-1,9,2,glucose production,10.85424056
22/09/2022,2022-09-2237327-1,10,2,glucose production,19.26201881
22/09/2022,2022-09-2237327-1,11,2,glucose production,16.69972615
22/09/2022,2022-09-2237327-1,12,2,glucose production,17.84972102
22/09/2022,2022-09-2237327-1,13,2,glucose production,14.09675964
22/09/2022,2022-09-2237327-1,14,2,glucose production,10.85109511
22/09/2022,2022-09-2237327-1,15,2,glucose production,23.70243311
22/09/2022,2022-09-2237327-1,16,2,glucose production,10.74020311
