23/09/2022,2022-09-2393765-2,1,1,glucose production,23.91032934
23/09/2022,2022-09-2393765-2,2,1,glucose production,12.4379399
23/09/2022,2022-09-2393765-2,3,1,glucose production,22.37129762
23/09/2022,2022-09-2393765-2,4,1,glucose production,25.81364822
23/09/2022,2022-09-2393765-2,5,1,glucose production,17.97912818
23/09/2022,2022-09-2393765-2,6,1,glucose production,10.71043997
23/09/2022,2022-09-2393765-2,7,1,glucose production,23.88637308
23/09/2022,2022-09-2393765-2,8,1,glucose production,14.65929434
23/09/2022,2022-09-2393765-2,9,1,glucose production,18.49805218
23/09/2022,2022-09-2393765-2,10,1,glucose production,16.82321851
23/09/2022,2022-09-2393765-2,11,1,glucose production,12.98009011
23/09/2022,2022-09-2393765-2,12,1,glucose production,14.5115649
23/09/2022,2022-09-2393765-2,13,1,glucose production,14.85702105
23/09/2022,2022-09-2393765-2,14,1,glucose production,22.11466996
23/09/2022,2022-09-2393765-2,15,1,glucose production,15.36207307
23/09/2022,2022-09-2393765-2,16,1,glucose production,18.38406191
23/09/2022,2022-09-2393765-2,1,2,glucose production,11.45529723
23/09/2022,2022-09-2393765-2,2,2,glucose production,17.43626733
23/09/2022,2022-09-2393765-2,3,2,glucose production,17.4045087
23/09/2022,2022-09-2393765-2,4,2,glucose production,13.23216101
23/09/2022,2022-09-2393765-2,5,2,glucose production,13.73323461
23/09/2022,2022-09-2393765-2,6,2,glucose production,15.73680022
23/09/2022,2022-09-2393765-2,7,2,glucose production,21.18819022
23/09/2022,2022-09-2393765-2,8,2,glucose production,11.0028157
23/09/2022,2022-09-2393765-2,9,2,glucose production,11.74416405
23/09/2022,2022-09-2393765-2,10,2,glucose production,19.09987947
23/09/2022,2022-09-2393765-2,11,2,glucose production,15.96520947
23/09/2022,2022-09-2393765-2,12,2,glucose production,19.36909549
23/09/2022,2022-09-2393765-2,13,2,glucose production,25.23970074
23/09/2022,2022-09-2393765-2,14,2,glucose production,23.51126115
23/09/2022,2022-09-2393765-2,15,2,glucose production,13.19572905
23/09/2022,2022-09-2393765-2,16,2,glucose production,24.78359323
23/09/2022,2022-09-2393765-2,1,3,glucose production,19.35590213
23/09/2022,2022-09-2393765-2,2,3,glucose production,23.11827914
23/09/2022,2022-09-2393765-2,3,3,glucose production,10.52694849
23/09/2022,2022-09-2393765-2,4,3,glucose production,13.76545291
23/09/2022,2022-09-2393765-2,5,3,glucose production,10.60762436
23/09/2022,2022-09-2393765-2,6,3,glucose production,11.56843698
23/09/2022,2022-09-2393765-2,7,3,glucose production,25.50503976
23/09/2022,2022-09-2393765-2,8,3,glucose production,17.36249402
23/09/2022,2022-09-2393765-2,9,3,glucose production,25.69501641
23/09/2022,2022-09-2393765-2,10,3,glucose production,18.20484923
23/09/2022,2022-09-2393765-2,11,3,glucose production,12.59011763
23/09/2022,2022-09-2393765-2,12,3,glucose production,22.40390108
23/09/2022,2022-09-2393765-2,13,3,glucose production,12.64432105
23/09/2022,2022-09-2393765-2,14,3,glucose production,10.18693184
23/09/2022,2022-09-2393765-2,15,3,glucose production,11.73222927
23/09/2022,2022-09-2393765-2,16,3,glucose production,14.61668277
23/09/2022,2022-09-2393765-2,1,4,glucose production,12.1873828
23/09/2022,2022-09-2393765-2,2,4,glucose production,18.99812005
23/09/2022,2022-09-2393765-2,3,4,glucose production,20.64984629
23/09/2022,2022-09-2393765-2,4,4,glucose production,13.11007346
23/09/2022,2022-09-2393765-2,5,4,glucose production,20.87948305
23/09/2022,2022-09-2393765-2,6,4,glucose production,17.17841459
23/09/2022,2022-09-2393765-2,7,4,glucose production,10.30258297
23/09/2022,2022-09-2393765-2,8,4,glucose production,13.96017618
23/09/2022,2022-09-2393765-2,9,4,glucose production,15.93076693
23/09/2022,2022-09-2393765-2,10,4,glucose production,18.00109058
23/09/2022,2022-09-2393765-2,11,4,glucose production,18.01599926
23/09/2022,2022-09-2393765-2,12,4,glucose production,17.92674493
23/09/2022,2022-09-2393765-2,13,4,glucose production,19.80695274
23/09/2022,2022-09-2393765-2,14,4,glucose production,14.33580985
23/09/2022,2022-09-2393765-2,15,4,glucose production,21.00870541
23/09/2022,2022-09-2393765-2,16,4,glucose production,11.46064444
23/09/2022,2022-09-2393765-2,1,5,glucose production,14.19092403
23/09/2022,2022-09-2393765-2,2,5,glucose production,25.34925802
23/09/2022,2022-09-2393765-2,3,5,glucose production,25.49284665
23/09/2022,2022-09-2393765-2,4,5,glucose production,11.67532693
23/09/2022,2022-09-2393765-2,5,5,glucose production,18.89131346
23/09/2022,2022-09-2393765-2,6,5,glucose production,16.45671638
23/09/2022,2022-09-2393765-2,7,5,glucose production,14.58116132
23/09/2022,2022-09-2393765-2,8,5,glucose production,19.40520275
23/09/2022,2022-09-2393765-2,9,5,glucose production,13.5459119
23/09/2022,2022-09-2393765-2,10,5,glucose production,22.60252604
23/09/2022,2022-09-2393765-2,11,5,glucose production,22.06222794
23/09/2022,2022-09-2393765-2,12,5,glucose production,14.61434622
